,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,Month-Year,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,YEAR,MONTH
109,10143,49,100.0,15,"$5,597.76",2003-08-10,Shipped,3,8-2003,Classic Cars,$136.00,S10_4757,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C,Medium,2003,8
110,10155,32,100.0,13,"$4,526.08",2003-10-06,Shipped,4,10-2003,Classic Cars,$136.00,S10_4757,"Toys of Finland, Co.",902248555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium,2003,10
111,10167,44,100.0,9,"$5,924.16",2003-10-23,Cancelled,4,10-2003,Classic Cars,$136.00,S10_4757,Scandinavian Gift Ideas,0695346555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,2003,10
112,10178,24,100.0,12,"$3,492.48",2003-11-08,Shipped,4,11-2003,Classic Cars,$136.00,S10_4757,Alpha Cognac,61776555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette,Medium,2003,11
113,10186,26,100.0,9,"$3,854.24",2003-11-14,Shipped,4,11-2003,Classic Cars,$136.00,S10_4757,"Double Decker Gift Stores, Ltd",1715557555,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA,Hardy,Thomas,Medium,2003,11
114,10197,45,100.0,6,"$5,324.40",2003-11-26,Shipped,4,11-2003,Classic Cars,$136.00,S10_4757,Enaco Distributors,932034555,"Rambla de Catalu¤a, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium,2003,11
115,10209,39,100.0,8,"$5,197.92",2004-01-09,Shipped,1,1-2004,Classic Cars,$136.00,S10_4757,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,,Los Angeles,CA,,USA,,Chandler,Michael,Medium,2004,1
116,10222,49,100.0,12,"$5,997.60",2004-02-19,Shipped,1,2-2004,Classic Cars,$136.00,S10_4757,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,,Thompson,Valarie,Medium,2004,2
117,10248,20,100.0,3,"$2,910.40",2004-05-07,Cancelled,2,5-2004,Classic Cars,$136.00,S10_4757,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,Small,2004,5
118,10261,27,100.0,1,"$3,378.24",2004-06-17,Shipped,2,6-2004,Classic Cars,$136.00,S10_4757,Quebec Home Shopping Network,5145558054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,,Fresnisre,Jean,Medium,2004,6
119,10273,30,100.0,4,"$3,508.80",2004-07-21,Shipped,3,7-2004,Classic Cars,$136.00,S10_4757,Petit Auto,02555467,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Medium,2004,7
120,10283,25,100.0,6,"$2,992.00",2004-08-20,Shipped,3,8-2004,Classic Cars,$136.00,S10_4757,"Royal Canadian Collectables, Ltd.",6045554555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,,Lincoln,Elizabeth,Small,2004,8
121,10295,24,100.0,1,"$3,427.20",2004-09-10,Shipped,3,9-2004,Classic Cars,$136.00,S10_4757,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,,Yoshido,Juri,Medium,2004,9
122,10307,22,100.0,9,"$2,692.80",2004-10-14,Shipped,4,10-2004,Classic Cars,$136.00,S10_4757,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,,Cervantes,Francisca,Small,2004,10
123,10316,33,100.0,17,"$4,128.96",2004-11-01,Shipped,4,11-2004,Classic Cars,$136.00,S10_4757,giftsbymail.co.uk,1985558888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium,2004,11
124,10325,47,64.93,6,"$3,051.71",2004-11-05,Shipped,4,11-2004,Classic Cars,$136.00,S10_4757,Baane Mini Imports,07989555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,2004,11
125,10337,25,48.05,8,"$1,201.25",2004-11-21,Shipped,4,11-2004,Classic Cars,$136.00,S10_4757,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,,Hernandez,Maria,Small,2004,11
126,10350,26,75.47,5,"$1,962.22",2004-12-02,Shipped,4,12-2004,Classic Cars,$136.00,S10_4757,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2004,12
127,10359,48,54.68,6,"$2,624.64",2004-12-15,Shipped,4,12-2004,Classic Cars,$136.00,S10_4757,Reims Collectables,26471555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Small,2004,12
128,10373,39,100.0,3,"$4,046.25",2005-01-31,Shipped,1,1-2005,Classic Cars,$136.00,S10_4757,"Oulu Toy Supplies, Inc.",981443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium,2005,1
129,10384,34,100.0,4,"$4,846.70",2005-02-23,Shipped,1,2-2005,Classic Cars,$136.00,S10_4757,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,Medium,2005,2
130,10395,32,100.0,2,"$3,370.56",2005-03-17,Shipped,1,3-2005,Classic Cars,$136.00,S10_4757,Lyon Souveniers,0033146627555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Medium,2005,3
131,10400,64,100.0,9,"$9,661.44",2005-04-01,Shipped,2,4-2005,Classic Cars,$136.00,S10_4757,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,Large,2005,4
132,10414,19,100.0,3,"$2,764.88",2005-05-06,On Hold,2,5-2005,Classic Cars,$136.00,S10_4757,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,,Yoshido,Juri,Small,2005,5
133,10103,42,100.0,4,"$5,398.26",2003-01-29,Shipped,1,1-2003,Classic Cars,$147.00,S10_4962,Baane Mini Imports,07989555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,2003,1
134,10114,31,100.0,8,"$4,305.28",2003-04-01,Shipped,2,4-2003,Classic Cars,$147.00,S10_4962,"La Corne D'abondance, Co.",142342555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Medium,2003,4
135,10126,22,100.0,4,"$3,347.74",2003-05-28,Shipped,2,5-2003,Classic Cars,$147.00,S10_4962,"Corrida Auto Replicas, Ltd",915552282,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Medium,2003,5
136,10140,26,100.0,4,"$3,188.12",2003-07-24,Shipped,3,7-2003,Classic Cars,$147.00,S10_4962,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,Hirano,Juri,Medium,2003,7
137,10150,20,100.0,1,"$3,191.20",2003-09-19,Shipped,3,9-2003,Classic Cars,$147.00,S10_4962,"Dragon Souveniers, Ltd.",00652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,2003,9
138,10164,21,100.0,2,"$3,536.82",2003-10-21,Resolved,4,10-2003,Classic Cars,$147.00,S10_4962,Mini Auto Werke,76753555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland,Medium,2003,10
139,10175,33,100.0,9,"$5,362.83",2003-11-06,Shipped,4,11-2003,Classic Cars,$147.00,S10_4962,"Stylish Desk Decors, Co.",1715550297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium,2003,11
140,10183,28,100.0,1,"$3,433.36",2003-11-13,Shipped,4,11-2003,Classic Cars,$147.00,S10_4962,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,,Cervantes,Francisca,Medium,2003,11
141,10194,26,100.0,4,"$4,263.74",2003-11-25,Shipped,4,11-2003,Classic Cars,$147.00,S10_4962,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium,2003,11
142,10207,31,100.0,15,"$4,076.19",2003-12-09,Shipped,4,12-2003,Classic Cars,$147.00,S10_4962,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,,Franco,Valarie,Medium,2003,12
143,10217,48,100.0,4,"$7,020.48",2004-02-04,Shipped,1,2-2004,Classic Cars,$147.00,S10_4962,Handji Gifts& Co,00652241555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Large,2004,2
144,10229,50,100.0,9,"$6,426.50",2004-03-11,Shipped,1,3-2004,Classic Cars,$147.00,S10_4962,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,2004,3
145,10245,28,100.0,2,"$4,591.72",2004-05-04,Shipped,2,5-2004,Classic Cars,$147.00,S10_4962,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,,Murphy,Leslie,Medium,2004,5
146,10259,26,100.0,12,"$4,033.38",2004-06-15,Shipped,2,6-2004,Classic Cars,$147.00,S10_4962,Handji Gifts& Co,00652241555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium,2004,6
147,10270,32,100.0,2,"$4,302.08",2004-07-19,Shipped,3,7-2004,Classic Cars,$147.00,S10_4962,Souveniers And Things Co.,0061294958555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,2004,7
148,10281,44,100.0,9,"$7,020.64",2004-08-19,Shipped,3,8-2004,Classic Cars,$147.00,S10_4962,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,Yu,Kyung,Large,2004,8
149,10291,30,100.0,4,"$3,855.90",2004-09-08,Shipped,3,9-2004,Classic Cars,$147.00,S10_4962,Scandinavian Gift Ideas,0695346555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,2004,9
150,10305,38,100.0,13,"$6,680.78",2004-10-13,Shipped,4,10-2004,Classic Cars,$147.00,S10_4962,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,,Hernandez,Marta,Medium,2004,10
151,10313,40,100.0,7,"$6,678.00",2004-10-22,Shipped,4,10-2004,Classic Cars,$147.00,S10_4962,Canadian Gift Exchange Network,6045553392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,,Tannamuri,Yoshi,Medium,2004,10
152,10322,46,61.99,8,"$2,851.54",2004-11-04,Shipped,4,11-2004,Classic Cars,$147.00,S10_4962,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,Small,2004,11
153,10334,26,100.0,2,"$3,188.12",2004-11-19,On Hold,4,11-2004,Classic Cars,$147.00,S10_4962,"Volvo Model Replicas, Co",0921123555,Berguvsvgen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,2004,11
154,10347,27,100.0,2,"$4,428.00",2004-11-29,Shipped,4,11-2004,Classic Cars,$147.00,S10_4962,"Australian Collectors, Co.",0395204555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,2004,11
155,10357,43,100.0,9,"$5,780.92",2004-12-10,Shipped,4,12-2004,Classic Cars,$147.00,S10_4962,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,2004,12
156,10370,35,65.63,4,"$2,297.05",2005-01-20,Shipped,1,1-2005,Classic Cars,$147.00,S10_4962,"Anna's Decorations, Ltd",0299368555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,2005,1
157,10381,37,100.0,6,"$6,231.54",2005-02-17,Shipped,1,2-2005,Classic Cars,$147.00,S10_4962,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,Medium,2005,2
158,10391,37,46.9,7,"$1,735.30",2005-03-09,Shipped,1,3-2005,Classic Cars,$147.00,S10_4962,"Anna's Decorations, Ltd",0299368555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,2005,3
159,10411,27,100.0,2,"$4,427.73",2005-05-01,Shipped,2,5-2005,Classic Cars,$147.00,S10_4962,Quebec Home Shopping Network,5145558054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,,Fresnisre,Jean,Medium,2005,5
160,10425,38,100.0,12,"$5,894.94",2005-05-31,In Process,2,5-2005,Classic Cars,$147.00,S10_4962,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,2005,5
161,10108,33,100.0,6,"$5,265.15",2003-03-03,Shipped,1,3-2003,Classic Cars,$194.00,S12_1099,Cruz & Sons Co.,006325553587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,2003,3
162,10122,42,100.0,10,"$7,599.90",2003-05-08,Shipped,2,5-2003,Classic Cars,$194.00,S12_1099,Marseille Mini Autos,91244555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Large,2003,5
163,10135,42,100.0,7,"$8,008.56",2003-07-02,Shipped,3,7-2003,Classic Cars,$194.00,S12_1099,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Large,2003,7
164,10147,48,100.0,7,"$9,245.76",2003-09-05,Shipped,3,9-2003,Classic Cars,$194.00,S12_1099,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,Nelson,Allen,Large,2003,9
165,10159,41,100.0,2,"$8,296.35",2003-10-10,Shipped,4,10-2003,Classic Cars,$194.00,S12_1099,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,Large,2003,10
166,10169,30,100.0,2,"$5,019.90",2003-11-04,Shipped,4,11-2003,Classic Cars,$194.00,S12_1099,"Anna's Decorations, Ltd",0299368555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,2003,11
167,10181,27,100.0,14,"$5,411.07",2003-11-12,Shipped,4,11-2003,Classic Cars,$194.00,S12_1099,Herkku Gifts,004722673215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,2003,11
168,10191,21,100.0,3,"$3,840.90",2003-11-20,Shipped,4,11-2003,Classic Cars,$194.00,S12_1099,"Toms Spezialitten, Ltd",02215554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,2003,11
169,10203,20,100.0,8,"$3,930.40",2003-12-02,Shipped,4,12-2003,Classic Cars,$194.00,S12_1099,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,2003,12
170,10211,41,100.0,2,"$7,498.90",2004-01-15,Shipped,1,1-2004,Classic Cars,$194.00,S12_1099,Auto Canal Petit,147556555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Large,2004,1
171,10225,27,100.0,9,"$4,517.91",2004-02-22,Shipped,1,2-2004,Classic Cars,$194.00,S12_1099,"Vida Sport, Ltd",0897034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,2004,2
172,10238,28,100.0,3,"$5,774.72",2004-04-09,Shipped,2,4-2004,Classic Cars,$194.00,S12_1099,Danish Wholesale Imports,31123555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium,2004,4
173,10253,24,100.0,13,"$3,922.56",2004-06-01,Cancelled,2,6-2004,Classic Cars,$194.00,S12_1099,"UK Collectables, Ltd.",1715552282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,2004,6
174,10266,44,100.0,14,"$9,160.36",2004-07-06,Shipped,3,7-2004,Classic Cars,$194.00,S12_1099,L'ordine Souveniers,0522556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Large,2004,7
175,10276,50,100.0,3,"$9,631.00",2004-08-02,Shipped,3,8-2004,Classic Cars,$194.00,S12_1099,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,,Barajas,Miguel,Large,2004,8
176,10287,21,100.0,12,"$3,432.24",2004-08-30,Shipped,3,8-2004,Classic Cars,$194.00,S12_1099,"Vida Sport, Ltd",0897034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,2004,8
177,10300,33,100.0,5,"$5,521.89",2003-10-04,Shipped,4,10-2003,Classic Cars,$194.00,S12_1099,"Blauer See Auto, Co.",00496966902555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium,2003,10
178,10310,33,100.0,10,"$6,934.62",2004-10-16,Shipped,4,10-2004,Classic Cars,$194.00,S12_1099,"Toms Spezialitten, Ltd",02215554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,2004,10
179,10320,31,100.0,3,"$6,876.11",2004-11-03,Shipped,4,11-2004,Classic Cars,$194.00,S12_1099,"Volvo Model Replicas, Co",0921123555,Berguvsvgen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,2004,11
180,10329,41,71.47,5,"$2,930.27",2004-11-15,Shipped,4,11-2004,Classic Cars,$194.00,S12_1099,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,Small,2004,11
181,10341,45,79.65,2,"$3,584.25",2004-11-24,Shipped,4,11-2004,Classic Cars,$194.00,S12_1099,Salzburg Collectables,65629555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium,2004,11
182,10363,33,85.39,3,"$2,817.87",2005-01-06,Shipped,1,1-2005,Classic Cars,$194.00,S12_1099,Suominen Souveniers,0035898045555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,2005,1
183,10375,45,76.0,7,"$3,420.00",2005-02-03,Shipped,1,2-2005,Classic Cars,$194.00,S12_1099,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,2005,2
184,10389,26,99.04,4,"$2,575.04",2005-03-03,Shipped,1,3-2005,Classic Cars,$194.00,S12_1099,Scandinavian Gift Ideas,0695346555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Small,2005,3
185,10419,12,100.0,13,"$1,961.28",2005-05-17,Shipped,2,5-2005,Classic Cars,$194.00,S12_1099,Salzburg Collectables,65629555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small,2005,5
186,10105,41,100.0,15,"$8,690.36",2003-02-11,Shipped,1,2-2003,Classic Cars,$207.00,S12_1108,Danish Wholesale Imports,31123555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Large,2003,2
187,10117,33,100.0,9,"$6,034.38",2003-04-16,Shipped,2,4-2003,Classic Cars,$207.00,S12_1108,"Dragon Souveniers, Ltd.",00652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,2003,4
188,10127,46,100.0,2,"$11,279.20",2003-06-03,Shipped,2,6-2003,Classic Cars,$207.00,S12_1108,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,Large,2003,6
189,10142,33,100.0,12,"$8,023.29",2003-08-08,Shipped,3,8-2003,Classic Cars,$207.00,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Large,2003,8
190,10153,20,100.0,11,"$4,904.00",2003-09-28,Shipped,3,9-2003,Classic Cars,$207.00,S12_1108,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,2003,9
191,10165,44,100.0,3,"$8,594.52",2003-10-22,Shipped,4,10-2003,Classic Cars,$207.00,S12_1108,"Dragon Souveniers, Ltd.",00652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Large,2003,10
192,10176,33,100.0,2,"$7,474.50",2003-11-06,Shipped,4,11-2003,Classic Cars,$207.00,S12_1108,L'ordine Souveniers,0522556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Large,2003,11
193,10185,21,100.0,13,"$3,883.74",2003-11-14,Shipped,4,11-2003,Classic Cars,$207.00,S12_1108,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C,Medium,2003,11
194,10196,47,100.0,5,"$8,887.70",2003-11-26,Shipped,4,11-2003,Classic Cars,$207.00,S12_1108,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,,Murphy,Leslie,Large,2003,11
195,10208,46,100.0,13,"$8,602.92",2004-01-02,Shipped,1,1-2004,Classic Cars,$207.00,S12_1108,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Large,2004,1
196,10220,32,100.0,2,"$7,181.44",2004-02-12,Shipped,1,2-2004,Classic Cars,$207.00,S12_1108,"Clover Collections, Co.",0035318621555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Large,2004,2
197,10231,42,100.0,2,"$8,378.58",2004-03-19,Shipped,1,3-2004,Classic Cars,$207.00,S12_1108,CAF Imports,0034913728555,"Merchants House, 27-30 Merchant's Quay",,Madrid,,28023,Spain,EMEA,Fernandez,Jesus,Large,2004,3
198,10247,44,100.0,2,"$10,606.20",2004-05-05,Shipped,2,5-2004,Classic Cars,$207.00,S12_1108,Suominen Souveniers,0035898045555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Large,2004,5
199,10272,35,100.0,2,"$5,818.40",2004-07-20,Shipped,3,7-2004,Classic Cars,$207.00,S12_1108,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,Yu,Kyung,Medium,2004,7
200,10282,41,100.0,5,"$7,071.27",2004-08-20,Shipped,3,8-2004,Classic Cars,$207.00,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Large,2004,8
201,10293,46,100.0,8,"$8,411.56",2004-09-09,Shipped,3,9-2004,Classic Cars,$207.00,S12_1108,Amica Models & Co.,0114988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Large,2004,9
202,10306,31,100.0,13,"$6,570.76",2004-10-14,Shipped,4,10-2004,Classic Cars,$207.00,S12_1108,"AV Stores, Co.",1715551555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,2004,10
203,10314,38,100.0,5,"$7,975.44",2004-10-22,Shipped,4,10-2004,Classic Cars,$207.00,S12_1108,Heintze Collectables,86213555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Large,2004,10
204,10325,42,64.0,8,"$2,688.00",2004-11-05,Shipped,4,11-2004,Classic Cars,$207.00,S12_1108,Baane Mini Imports,07989555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small,2004,11
205,10336,33,57.22,10,"$1,888.26",2004-11-20,Shipped,4,11-2004,Classic Cars,$207.00,S12_1108,"La Corne D'abondance, Co.",142342555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Small,2004,11
206,10348,48,52.36,8,"$2,513.28",2004-11-01,Shipped,4,11-2004,Classic Cars,$207.00,S12_1108,"Corrida Auto Replicas, Ltd",915552282,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small,2004,11
207,10359,42,100.0,8,"$4,764.48",2004-12-15,Shipped,4,12-2004,Classic Cars,$207.00,S12_1108,Reims Collectables,26471555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium,2004,12
208,10371,32,100.0,6,"$3,560.64",2005-01-23,Shipped,1,1-2005,Classic Cars,$207.00,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,2005,1
209,10382,34,100.0,10,"$3,823.64",2005-02-17,Shipped,1,2-2005,Classic Cars,$207.00,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,2005,2
210,10395,33,69.12,1,"$2,280.96",2005-03-17,Shipped,1,3-2005,Classic Cars,$207.00,S12_1108,Lyon Souveniers,0033146627555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Small,2005,3
211,10413,36,100.0,2,"$8,677.80",2005-05-05,Shipped,2,5-2005,Classic Cars,$207.00,S12_1108,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,,King,Julie,Large,2005,5
212,10103,27,100.0,8,"$3,394.98",2003-01-29,Shipped,1,1-2003,Trucks and Buses,$136.00,S12_1666,Baane Mini Imports,07989555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,2003,1
213,10113,21,100.0,2,"$3,415.44",2003-03-26,Shipped,1,3-2003,Trucks and Buses,$136.00,S12_1666,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,2003,3
214,10126,21,100.0,8,"$2,439.57",2003-05-28,Shipped,2,5-2003,Trucks and Buses,$136.00,S12_1666,"Corrida Auto Replicas, Ltd",915552282,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small,2003,5
215,10140,38,100.0,8,"$4,829.80",2003-07-24,Shipped,3,7-2003,Trucks and Buses,$136.00,S12_1666,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,Hirano,Juri,Medium,2003,7
216,10150,30,100.0,5,"$4,100.10",2003-09-19,Shipped,3,9-2003,Trucks and Buses,$136.00,S12_1666,"Dragon Souveniers, Ltd.",00652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,2003,9
217,10164,49,100.0,6,"$6,563.06",2003-10-21,Resolved,4,10-2003,Trucks and Buses,$136.00,S12_1666,Mini Auto Werke,76753555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland,Medium,2003,10
